no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,required_car_parking_space,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,no_of_special_requests,month,day_of_month,day_of_year,week_of_month,week_of_year,day_of_week,year,is_wknd,quarter,is_month_start,is_month_end,is_quarter_start,is_quarter_end,is_year_start,is_year_end,lead_time_transf,type_of_meal_plan_Not Selected,type_of_meal_plan_other,room_type_reserved_Room_Type 4,room_type_reserved_other,market_segment_type_Online,market_segment_type_other,avg_price_per_room_mm,status
2,0,2,4,0,0,0,0,0,11,16,320,3,46,5,2018,1,4,0,0,0,0,0,0,0.7659511680124533,0,0,0,0,0,0,0.29225246784325454,1
2,0,1,2,0,0,0,0,0,3,18,77,3,11,7,2018,1,1,0,0,0,0,0,0,0.4560457404498526,0,0,0,0,1,0,0.3538737660783727,0
2,0,1,3,0,0,0,0,0,3,21,80,3,12,3,2018,0,1,0,0,0,0,0,0,0.01435964032245719,0,0,0,0,1,0,0.3329344899790607,0
2,0,1,2,0,0,0,0,1,12,5,339,1,49,3,2018,0,4,0,0,0,0,0,0,-1.1960679773682705,1,0,0,0,1,0,0.41190547412503736,0
2,0,1,2,0,0,0,0,1,9,21,264,3,38,4,2017,0,3,0,0,0,0,0,0,-1.1431884582559426,1,0,0,0,1,0,0.5856416392461861,1
3,0,0,1,0,0,0,0,1,12,3,337,1,49,1,2018,0,4,0,0,0,0,0,0,0.14624593429837035,0,0,1,0,1,0,0.6392461860604247,0
2,0,0,2,0,0,0,0,0,9,18,261,3,38,1,2017,0,3,0,0,0,0,0,0,0.2660077731103278,0,1,0,0,0,0,0.5375411307209093,0
2,0,0,2,0,0,0,0,2,11,20,324,3,47,1,2017,0,4,0,0,0,0,0,0,0.132243302045638,0,0,0,0,1,0,0.35925815136105294,0
3,0,4,6,0,0,0,0,0,6,12,163,2,24,2,2018,0,2,0,0,0,0,0,0,-1.1431884582559426,0,0,1,0,1,0,0.8965001495662577,1
1,0,1,4,0,0,0,0,1,9,21,264,3,38,5,2018,1,3,0,0,0,0,0,0,0.9536849723523606,0,0,1,0,1,0,0.741549506431349,1
2,0,1,2,0,0,0,0,0,10,19,292,3,42,4,2017,0,4,0,0,0,0,0,0,-1.6566898309690214,0,0,0,0,0,1,0.6212982351181573,1
2,0,2,5,0,0,0,0,4,12,22,356,4,51,6,2018,1,4,0,0,0,0,0,0,0.0893033890257622,0,0,1,0,1,0,0.4651510619204308,0
1,0,0,2,0,0,0,0,0,10,20,293,3,42,5,2017,1,4,0,0,0,0,0,0,-1.047549579600935,0,0,0,0,0,1,0.6631767873167812,0
1,0,1,2,0,0,0,0,1,10,28,301,4,43,7,2018,1,4,0,0,0,0,0,0,-0.3430212391179341,1,0,0,0,1,0,0.5375411307209093,0
2,0,2,0,0,0,0,0,0,9,18,261,3,38,2,2018,0,3,0,0,0,0,0,0,0.2660077731103278,0,0,0,0,0,0,0.499730780735866,0
2,0,0,4,0,0,0,0,0,6,28,179,4,26,4,2018,0,2,0,0,0,0,0,0,1.0400951408724413,0,0,0,0,1,0,0.4295542925516003,1
1,0,2,1,0,0,0,0,0,9,17,260,3,38,1,2018,0,3,0,0,0,0,0,0,1.4845769677542802,0,1,0,0,0,0,0.651211486688603,1
2,0,1,1,0,0,0,0,0,10,1,274,1,40,1,2018,0,4,1,0,1,0,0,0,1.7522273360073262,1,0,0,0,1,0,0.45617708644929705,1
2,0,2,5,0,0,0,0,0,8,3,215,1,31,5,2018,1,3,0,0,0,0,0,0,1.736521529734345,0,0,0,0,0,0,0.31767873167813343,0
1,0,2,6,0,0,0,0,0,9,15,258,3,37,6,2018,1,3,0,0,0,0,0,0,0.17380918295558018,0,0,1,0,1,0,0.7792402034101106,1
2,0,0,2,0,0,0,0,1,6,24,175,4,25,7,2018,1,2,0,0,0,0,0,0,1.736521529734345,0,1,0,0,0,0,0.5734370326054441,1
2,0,1,1,0,0,0,0,0,8,13,225,2,33,1,2018,0,3,0,0,0,0,0,0,1.2558216329019876,1,0,0,0,1,0,0.4507927011666168,1
1,0,0,2,0,0,0,0,0,3,31,90,5,13,6,2018,1,1,0,1,0,1,0,0,-0.7492897975185061,0,0,0,0,0,1,0.3580616212982351,1
2,0,0,1,0,0,0,0,0,10,13,286,2,41,5,2017,1,4,0,0,0,0,0,0,-0.20509283809716733,0,0,0,0,0,0,0.39395752318276994,0
2,0,0,1,0,0,0,0,1,10,21,294,3,42,7,2018,1,4,0,0,0,0,0,0,-0.814687796711879,0,0,0,0,1,0,0.8426562967394555,0
2,0,1,2,0,0,0,0,1,4,15,105,3,15,7,2018,1,2,0,0,0,0,0,0,-0.9229839521930266,0,0,0,0,1,0,0.5933592581513609,0
2,0,0,2,0,0,0,0,0,6,2,153,1,22,6,2018,1,2,0,0,0,0,0,0,0.682291481734681,0,0,0,0,0,0,0.48369727789410705,0
2,0,0,2,0,0,0,0,2,8,16,228,3,33,4,2018,0,3,0,0,0,0,0,0,-1.985608868000325,0,0,0,0,1,0,0.8935088244092131,0
2,0,0,2,0,0,0,0,1,9,27,270,4,39,4,2018,0,3,0,0,0,0,0,0,-0.43039835822982425,0,0,1,0,1,0,0.8067603948549206,1
2,0,0,2,0,0,0,0,2,10,28,301,4,43,7,2018,1,4,0,0,0,0,0,0,1.235399911499953,0,0,0,0,1,0,0.42925516003589587,1
2,0,2,3,0,0,0,0,1,4,24,114,4,17,2,2018,0,2,0,0,0,0,0,0,0.11808811296546529,0,0,0,0,1,0,0.48244092132814836,0
2,0,0,2,0,0,0,0,2,8,20,232,3,33,7,2017,1,3,0,0,0,0,0,0,-1.985608868000325,0,0,0,0,1,0,0.5195931797786418,0
2,2,2,3,0,0,0,0,2,10,28,301,4,43,7,2018,1,4,0,0,0,0,0,0,1.21474209703279,0,0,0,1,1,0,0.860005982650314,1
2,0,0,2,0,0,0,0,1,4,15,105,3,15,7,2018,1,2,0,0,0,0,0,0,0.32822041283628217,0,0,0,0,1,0,0.4615614717319772,0
2,0,1,0,0,0,0,0,0,5,29,149,5,22,2,2018,0,2,0,0,0,0,0,0,-1.46168706701608,0,0,0,0,0,1,0.477714627580018,0
2,0,0,2,0,0,0,0,0,6,2,153,1,22,6,2018,1,2,0,0,0,0,0,0,-0.47695498147585763,0,0,0,0,0,0,0.7230032904576726,0
2,0,1,0,0,1,0,1,0,10,3,276,1,40,3,2018,0,4,0,0,0,0,0,0,-1.6566898309690214,0,0,1,0,0,1,0.5435237810349984,0
1,0,0,1,0,0,0,0,0,7,30,211,5,31,1,2018,0,3,0,0,0,0,0,0,1.2078025310196427,0,0,0,0,1,0,0.48309901286269824,1
1,0,0,1,0,0,0,0,0,2,11,42,2,6,7,2018,1,1,0,0,0,0,0,0,-1.2531952897202767,0,0,0,0,1,0,0.3580616212982351,0
2,0,2,1,0,0,0,0,0,4,3,93,1,14,2,2018,0,2,0,0,0,0,0,0,0.25321778840332065,0,0,1,0,1,0,0.4615614717319772,1
1,0,0,2,0,0,0,0,1,11,11,315,2,45,7,2018,1,4,0,0,0,0,0,0,-0.4078740168023441,1,0,0,0,1,0,0.5076278791504636,0
2,0,1,1,0,0,0,0,1,12,3,337,1,49,1,2018,0,4,0,0,0,0,0,0,-0.5257167383027416,1,0,0,0,1,0,0.41190547412503736,0
1,0,2,1,0,0,0,0,0,8,15,227,3,33,2,2017,0,3,0,0,0,0,0,0,-1.7911413536931085,0,1,0,0,1,0,0.31917439425665567,1
2,0,2,0,0,0,0,0,1,5,1,121,1,18,2,2018,0,2,1,0,0,0,0,0,0.5734498437695015,1,0,0,0,1,0,0.504636553993419,0
2,0,2,4,0,0,0,0,2,12,18,352,3,51,2,2018,0,4,0,0,0,0,0,0,-1.0038440334366296,0,0,0,0,1,0,0.41429853425067303,0
2,0,0,3,0,0,0,0,2,4,12,102,2,15,4,2018,0,2,0,0,0,0,0,0,0.4560457404498526,0,0,0,0,1,0,0.4615614717319772,0
2,0,2,1,0,0,0,0,1,1,30,30,5,5,2,2018,0,1,0,0,0,0,0,0,-1.1960679773682705,1,0,0,0,1,0,0.3700269219264134,0
1,0,0,1,0,0,0,0,2,11,10,314,2,45,5,2017,1,4,0,0,0,0,0,0,-0.0011810930312185599,0,0,0,0,1,0,0.32695183966497154,0
2,0,0,3,0,0,0,0,1,11,3,307,1,44,6,2018,1,4,0,0,0,0,0,0,-1.2531952897202767,1,0,0,0,1,0,0.583428058629973,0
3,0,1,2,0,0,0,0,2,12,26,360,4,52,3,2018,0,4,0,0,0,0,0,0,1.107662914478282,0,0,1,0,1,0,0.6177086449297038,0
3,0,0,3,0,0,0,0,1,1,28,28,4,4,7,2018,1,1,0,0,0,0,0,0,-1.315514612291896,0,0,1,0,1,0,0.40460664074184866,0
2,0,1,2,0,1,11,21,1,2,5,36,1,6,1,2018,0,1,0,0,0,0,0,0,-1.047549579600935,0,0,1,0,1,0,0.5315584804068202,0
2,1,0,1,0,0,0,0,2,8,28,240,4,35,1,2017,0,3,0,0,0,0,0,0,-1.1431884582559426,0,0,0,0,1,0,0.4238707747532156,0
2,0,1,2,0,0,0,0,0,10,14,287,2,41,7,2018,1,4,0,0,0,0,0,0,1.5607722776517094,0,0,0,0,0,0,0.4238707747532156,1
2,0,2,3,0,0,0,0,1,8,11,223,2,32,6,2018,1,3,0,0,0,0,0,0,1.235399911499953,0,0,0,0,1,0,0.4804068202213581,1
2,0,1,4,0,0,0,0,1,10,21,294,3,42,6,2017,1,4,0,0,0,0,0,0,-0.3430212391179341,0,0,0,1,1,0,0.3737361651211487,0
2,0,0,1,0,0,0,0,1,8,11,223,2,32,6,2018,1,3,0,0,0,0,0,0,0.5734498437695015,0,0,1,0,1,0,0.49075680526473225,0
2,0,0,1,0,0,0,0,0,9,4,247,1,36,1,2017,0,3,0,0,0,0,0,0,1.4785877548803905,0,1,0,0,0,0,0.5315584804068202,1
2,0,1,2,0,0,0,0,0,6,20,171,3,25,3,2018,0,2,0,0,0,0,0,0,1.3157336877091237,0,0,0,0,1,0,0.6033502841758899,1
1,0,2,4,0,0,0,0,0,4,24,114,4,17,2,2018,0,2,0,0,0,0,0,0,-0.4078740168023441,0,0,0,1,1,0,0.72013161830691,1
2,0,2,3,0,0,0,0,0,3,5,64,1,10,1,2018,0,1,0,0,0,0,0,0,-0.47695498147585763,0,0,0,0,1,0,0.39814537840263237,0
1,0,2,1,0,0,0,0,0,2,28,59,4,9,3,2018,0,1,0,1,0,0,0,0,0.7200283747713166,0,0,0,0,0,0,0.3401136703559677,0
1,1,2,2,0,0,0,0,0,4,24,114,4,17,2,2018,0,2,0,0,0,0,0,0,0.18737723416663243,0,0,0,0,0,0,0.36141190547412505,1
1,0,0,1,0,0,0,0,0,2,19,50,3,8,1,2018,0,1,0,0,0,0,0,0,0.5527874866365081,0,0,0,0,0,1,0.3700269219264134,0
1,0,1,3,0,0,0,0,1,6,20,171,3,25,3,2018,0,2,0,0,0,0,0,0,-0.9229839521930266,0,0,0,0,1,0,0.6332635357463355,0
2,0,0,3,0,0,0,0,0,3,3,62,1,9,6,2018,1,1,0,0,0,0,0,0,-1.384355375311487,0,0,1,0,1,0,0.5794196829195333,1
1,0,1,0,1,1,0,3,1,12,5,339,1,49,3,2018,0,4,0,0,0,0,0,0,-1.6566898309690214,0,0,0,0,0,1,0.2862698175291654,0
2,0,2,2,0,0,0,0,3,8,20,232,3,34,1,2018,0,3,0,0,0,0,0,0,0.8017507541991856,0,0,0,0,1,0,0.5154053245587794,0
1,0,1,1,0,0,0,0,0,7,4,185,1,27,3,2018,0,3,0,0,0,0,0,0,-1.1431884582559426,0,0,0,0,0,1,0.7092431947352675,0
2,0,0,1,0,0,0,0,0,4,13,103,2,15,5,2018,1,2,0,0,0,0,0,0,-0.814687796711879,0,0,0,0,0,1,0.6571941370026921,0
2,0,2,3,0,0,0,0,2,12,3,337,1,49,1,2018,0,4,0,0,0,0,0,0,-0.3642076811062532,0,0,0,0,1,0,0.41429853425067303,0
2,0,2,2,0,0,0,0,1,5,27,147,4,21,7,2018,1,2,0,0,0,0,0,0,0.9617271095673781,0,0,1,0,1,0,0.592282381094825,1
1,0,2,0,0,0,0,0,0,10,23,296,4,43,2,2018,0,4,0,0,0,0,0,0,1.361005765863215,0,1,0,0,0,0,0.4238707747532156,0
1,0,2,2,0,0,0,0,0,6,5,156,1,23,2,2018,0,2,0,0,0,0,0,0,1.107662914478282,0,0,0,0,0,0,0.48369727789410705,1
2,0,2,1,0,0,0,0,1,10,8,281,2,41,1,2018,0,4,0,0,0,0,0,0,0.4890096334269794,1,0,0,0,1,0,0.3580616212982351,0
3,0,1,0,0,0,0,0,0,3,28,87,4,13,3,2018,0,1,0,0,0,0,0,0,0.0448729401356539,0,0,1,0,1,0,0.6230930302123839,1
2,0,1,2,1,0,0,0,1,10,16,289,3,42,1,2017,0,4,0,0,0,0,0,0,0.7385591347431675,0,0,0,0,1,0,0.4732276398444511,0
2,0,0,4,0,0,0,0,1,4,27,117,4,17,5,2018,1,2,0,0,0,0,0,0,0.38775923743333485,0,0,1,0,1,0,0.592282381094825,0
2,0,1,3,0,0,0,0,1,9,1,244,1,35,6,2018,1,3,1,0,0,0,0,0,1.466552196449639,0,0,0,0,0,0,0.3685312593478911,0
2,0,0,2,0,0,0,0,0,10,16,289,3,42,1,2017,0,4,0,0,0,0,0,0,0.5836747532510416,0,1,0,0,0,0,0.5375411307209093,0
1,0,1,2,0,0,0,0,1,2,12,43,2,7,1,2018,0,1,0,0,0,0,0,0,-1.1960679773682705,0,0,0,0,1,0,0.39395752318276994,1
2,0,1,2,0,0,0,0,1,5,16,136,3,20,3,2018,0,2,0,0,0,0,0,0,0.8625337702141964,0,0,0,0,1,0,0.5154053245587794,0
2,0,0,3,0,0,0,0,2,12,29,363,5,52,5,2017,1,4,0,0,0,0,0,0,0.9617271095673781,0,0,0,0,1,0,0.31767873167813343,0
1,0,1,0,0,0,0,0,0,10,10,283,2,41,3,2018,0,4,0,0,0,0,0,0,0.2912325196874556,0,0,0,0,1,0,0.6033502841758899,1
2,0,0,1,0,0,0,0,0,7,6,187,1,27,5,2018,1,3,0,0,0,0,0,0,0.8367644897724941,1,0,0,0,1,0,0.5584804068202213,1
1,0,0,5,0,0,0,0,0,9,6,249,1,36,4,2018,0,3,0,0,0,0,0,0,1.543455633803681,0,0,0,0,0,0,0.5495064313490876,1
2,0,0,3,0,0,0,0,2,11,10,314,2,45,6,2018,1,4,0,0,0,0,0,0,-0.08197215961586785,0,0,0,0,1,0,0.6410409811546514,0
1,0,0,2,0,0,0,0,0,9,18,261,3,38,1,2017,0,3,0,0,0,0,0,0,0.2660077731103278,0,1,0,0,0,0,0.4059228238109482,0
2,0,0,3,0,0,0,0,0,10,12,285,2,41,5,2018,1,4,0,0,0,0,0,0,1.8087932598551646,0,0,0,0,0,0,0.5435237810349984,1
2,0,0,4,0,0,0,0,0,11,10,314,2,45,5,2017,1,4,0,0,0,0,0,0,-0.28181550937806576,0,0,0,0,1,0,0.4295542925516003,0
2,0,0,3,0,0,0,0,0,9,14,257,2,37,5,2018,1,3,0,0,0,0,0,0,0.9935137594962448,0,0,0,0,0,0,0.6631767873167812,1
2,0,1,3,0,0,0,0,1,10,24,297,4,43,3,2018,0,4,0,0,0,0,0,0,0.7477429251771082,0,0,1,0,1,0,0.3728387675740353,0
3,0,2,1,0,0,0,0,2,2,7,38,1,6,3,2018,0,1,0,0,0,0,0,0,0.9045944859503874,0,0,1,0,0,0,0.44181872569548303,0
2,0,1,1,0,0,0,0,1,12,26,360,4,52,2,2017,0,4,0,0,0,0,0,0,-0.7813917674178052,0,0,0,1,1,0,0.404427161232426,0
1,0,1,2,0,0,0,0,0,9,7,250,1,36,4,2017,0,3,0,0,0,0,0,0,-1.46168706701608,0,0,0,0,1,0,0.35225845049356863,0
2,0,1,3,0,0,0,0,1,7,7,188,1,27,6,2018,1,3,0,0,0,0,0,0,1.1296094883125278,1,0,0,0,1,0,0.3685312593478911,0
1,0,0,1,0,1,0,11,1,2,17,48,3,7,6,2018,1,1,0,0,0,0,0,0,-1.985608868000325,0,0,0,0,0,1,0.2802871672150763,0
2,0,0,2,0,0,0,0,0,11,11,315,2,45,7,2018,1,4,0,0,0,0,0,0,0.01435964032245719,0,0,0,0,1,0,0.46694585701465746,0
3,0,0,4,0,0,0,0,1,8,9,221,2,32,4,2018,0,3,0,0,0,0,0,0,1.001367136839143,0,0,1,0,1,0,0.7143284475022434,0
2,0,2,3,0,0,0,0,0,4,14,104,2,15,6,2018,1,2,0,0,0,0,0,0,-0.7813917674178052,0,0,1,0,1,0,0.6727490278193239,1
2,0,0,1,0,0,0,0,0,9,11,254,2,37,1,2017,0,3,0,0,0,0,0,0,-0.1158600232696961,0,1,0,0,0,0,0.5076278791504636,0
2,0,0,4,0,0,0,0,0,6,29,180,5,26,5,2018,1,2,0,0,0,0,0,0,1.1296094883125278,0,0,1,0,1,0,0.4804068202213581,1
2,0,1,2,0,0,0,0,1,10,9,282,2,41,1,2017,0,4,0,0,0,0,0,0,1.0553422319602823,0,0,0,0,1,0,0.41938378701764883,0
3,0,0,3,0,0,0,0,1,8,30,242,5,35,4,2018,0,3,0,0,0,0,0,0,-0.0011810930312185599,0,0,1,0,1,0,0.7361651211486687,0
2,0,0,2,0,0,0,0,1,9,8,251,2,36,6,2018,1,3,0,0,0,0,0,0,-0.6592144155975896,0,0,0,0,1,0,0.6631767873167812,0
2,0,2,4,0,0,0,0,1,9,1,244,1,35,6,2018,1,3,1,0,0,0,0,0,-0.032860382011120716,0,0,1,0,1,0,0.6114268620999102,0
2,0,2,4,0,0,0,0,0,9,29,272,5,39,6,2018,1,3,0,0,0,0,0,0,1.7259823685935147,0,0,0,0,1,0,0.4854920729883338,1
2,0,2,3,0,0,0,0,1,12,29,363,5,52,6,2018,1,4,0,0,0,0,0,0,-0.8492925336098945,0,0,1,0,1,0,0.6380496559976069,0
1,0,0,2,0,0,0,0,0,3,2,61,1,9,5,2018,1,1,0,0,0,0,0,0,-1.315514612291896,0,0,0,0,0,0,0.2743045169009871,0
1,0,0,2,0,0,0,0,0,10,11,284,2,41,4,2018,0,4,0,0,0,0,0,0,1.235399911499953,0,0,0,0,0,0,0.6033502841758899,1
2,0,0,1,0,0,0,0,0,8,27,239,4,35,1,2018,0,3,0,0,0,0,0,0,0.4560457404498526,0,0,0,0,1,0,0.6984744241699072,1
1,0,0,1,0,0,0,0,0,4,7,97,1,14,6,2018,1,2,0,0,0,0,0,0,0.316001044031059,0,0,0,0,0,0,0.3204905773257553,0
2,0,2,3,0,0,0,0,1,11,12,316,2,46,1,2018,0,4,0,0,0,0,0,0,-0.8492925336098945,0,0,0,0,1,0,0.33652408016751423,0
1,0,1,1,0,0,0,0,0,11,19,323,3,47,1,2018,0,4,0,0,0,0,0,0,-0.18669161192516484,0,0,0,0,1,0,0.4310499551301226,1
2,0,1,1,0,0,0,0,0,1,9,9,2,2,2,2018,0,1,0,0,0,0,0,0,-0.6036087123507768,0,0,0,0,0,0,0.30421776847143284,0
1,0,0,2,0,0,0,0,0,11,4,308,1,44,7,2018,1,4,0,0,0,0,0,0,-0.2237932639533717,0,0,0,0,0,0,0.28926114268621,0
2,0,0,1,0,0,0,0,0,11,26,330,4,48,1,2018,0,4,0,0,0,0,0,0,-1.985608868000325,0,0,0,0,1,0,0.4537840263236614,0
0,2,1,4,0,0,0,0,0,9,12,255,2,37,3,2018,0,3,0,0,0,0,0,0,-0.43039835822982425,0,0,0,1,1,0,0.6287765480107687,1
1,0,3,5,0,0,0,0,0,7,19,200,3,29,3,2017,0,3,0,0,0,0,0,0,0.5212441500357919,0,0,0,0,1,0,0.36823212683218665,1
1,0,2,4,0,0,0,0,0,6,12,163,2,24,2,2018,0,2,0,0,0,0,0,0,0.20080761516801926,0,0,0,0,0,0,0.6033502841758899,1
2,0,0,1,0,0,0,0,2,8,17,229,3,33,5,2018,1,3,0,0,0,0,0,0,-1.985608868000325,1,0,0,0,1,0,0.7050553395154052,0
2,0,2,5,0,0,0,0,0,8,3,215,1,31,5,2018,1,3,0,0,0,0,0,0,0.8625337702141964,0,1,1,0,0,0,0.37870176488184265,0
1,0,2,1,0,0,0,0,0,3,27,86,4,13,2,2018,0,1,0,0,0,0,0,0,0.7749771055739592,0,1,0,0,0,0,0.3999401734968591,0
2,0,2,2,0,0,0,0,0,6,11,162,2,24,1,2018,0,2,0,0,0,0,0,0,0.4223108037762752,0,0,0,0,0,0,0.4537840263236614,0
2,0,2,5,0,0,0,0,0,9,5,248,1,36,3,2018,0,3,0,0,0,0,0,0,1.798625061195721,0,0,0,0,0,0,0.3640442716123243,1
2,0,0,1,0,0,0,0,1,10,19,292,3,42,5,2018,1,4,0,0,0,0,0,0,-0.08197215961586785,1,0,0,0,1,0,0.5315584804068202,1
2,0,2,1,0,0,0,0,2,8,6,218,1,32,1,2018,0,3,0,0,0,0,0,0,0.6727116092950133,0,1,0,0,1,0,0.7738558181274303,0
2,0,0,2,0,0,0,0,0,9,18,261,3,38,1,2017,0,3,0,0,0,0,0,0,0.2660077731103278,0,1,0,0,0,0,0.5375411307209093,0
2,0,1,2,0,0,0,0,0,12,30,364,5,52,7,2018,1,4,0,0,0,0,0,0,1.622974400452564,1,0,0,0,1,0,0.36823212683218665,1
2,0,2,0,0,0,0,0,1,6,26,177,4,26,2,2018,0,2,0,0,0,0,0,0,0.9617271095673781,1,0,0,0,1,0,0.39694884833981453,0
2,1,1,2,0,0,0,0,1,8,15,227,3,33,3,2018,0,3,0,0,0,0,0,0,-0.24280505582449466,1,0,0,0,1,0,0.5135507029614118,0
2,1,2,2,0,0,0,0,0,12,26,360,4,52,2,2017,0,4,0,0,0,0,0,0,-0.6882827749845334,0,1,0,1,0,0,0.6917738558181273,0
2,0,0,1,0,0,0,0,0,11,26,330,4,48,1,2018,0,4,0,0,0,0,0,0,-0.43039835822982425,1,0,0,0,1,0,0.41190547412503736,1
1,0,2,0,0,0,0,0,0,9,11,254,2,37,2,2018,0,3,0,0,0,0,0,0,-0.6592144155975896,0,0,0,0,1,0,0.3921627280885432,0
1,0,0,2,0,0,0,0,0,6,15,166,3,24,5,2018,1,2,0,0,0,0,0,0,1.2826945029096373,0,0,0,0,0,0,0.6631767873167812,1
2,0,0,3,0,0,0,0,2,9,28,271,4,39,5,2018,1,3,0,0,0,0,0,0,-0.3430212391179341,0,0,1,0,1,0,0.7684714328447501,0
2,0,2,3,0,0,0,0,0,10,16,289,3,42,2,2018,0,4,0,0,0,0,0,0,1.6886516700477643,0,0,0,0,1,0,0.48818426562967393,1
3,0,0,4,0,0,0,0,1,12,27,361,4,52,4,2018,0,4,0,0,0,0,0,0,0.46711724261512017,0,0,1,0,1,0,0.7016452288363745,0
2,0,0,2,0,0,0,0,1,7,13,194,2,28,5,2018,1,3,0,0,0,0,0,0,1.1938414108765072,0,0,0,0,1,0,0.4615614717319772,0
2,1,0,1,0,0,0,0,1,8,7,219,1,32,1,2017,0,3,0,0,0,0,0,0,-1.0038440334366296,0,0,0,0,1,0,0.33413102004187856,0
2,0,2,4,0,0,0,0,1,12,21,355,3,51,5,2018,1,4,0,0,0,0,0,0,0.27867845636801436,0,0,0,0,1,0,0.41429853425067303,0
2,0,1,1,0,0,0,0,0,1,25,25,4,4,4,2018,0,1,0,0,0,0,0,0,-0.4078740168023441,0,0,0,0,0,1,0.2563565659587197,1
2,0,1,5,0,0,0,0,0,9,8,251,2,36,5,2017,1,3,0,0,0,0,0,0,-1.0038440334366296,1,0,1,0,0,0,0.39395752318276994,0
3,0,2,2,0,0,0,0,0,7,30,211,5,31,1,2018,0,3,0,0,0,0,0,0,0.7749771055739592,0,0,1,0,1,0,0.7361651211486687,1
2,0,0,3,0,0,0,0,1,1,27,27,4,4,6,2018,1,1,0,0,0,0,0,0,-0.28181550937806576,0,0,1,0,1,0,0.2995513012264433,0
2,0,0,2,0,0,0,0,1,10,20,293,3,42,6,2018,1,4,0,0,0,0,0,0,-0.6592144155975896,1,0,0,0,1,0,0.5973676338618007,1
2,0,1,3,0,0,0,0,2,10,17,290,3,42,3,2018,0,4,0,0,0,0,0,0,1.2558216329019876,0,0,0,0,1,0,0.42925516003589587,0
1,0,1,3,0,0,0,0,0,6,23,174,4,25,6,2018,1,2,0,0,0,0,0,0,1.3025900713574936,0,0,0,0,0,0,0.4537840263236614,0
2,0,2,1,0,0,0,0,1,11,26,330,4,48,1,2018,0,4,0,0,0,0,0,0,0.059856543429081754,0,0,0,0,1,0,0.44540831588393653,0
1,0,0,1,0,1,0,2,0,11,4,308,1,44,6,2017,1,4,0,0,0,0,0,0,-1.985608868000325,0,0,0,0,0,1,0.2743045169009871,0
1,0,0,2,0,0,0,0,0,6,24,175,4,25,7,2018,1,2,0,0,0,0,0,0,1.172690759504972,0,0,0,0,0,0,0.4537840263236614,1
2,0,0,3,0,0,0,0,1,9,29,272,5,39,6,2018,1,3,0,0,0,0,0,0,1.3157336877091237,0,0,0,0,1,0,0.4423571642237511,1
2,0,2,2,0,0,0,0,2,10,16,289,3,42,2,2018,0,4,0,0,0,0,0,0,-0.08197215961586785,0,0,0,0,1,0,0.6392461860604247,0
1,0,0,1,0,0,0,0,2,11,29,333,5,48,4,2018,0,4,0,0,0,0,0,0,-1.0938593953815183,0,0,0,0,1,0,0.5016452288363744,0
2,0,2,1,0,0,0,0,0,8,22,234,4,34,2,2017,0,3,0,0,0,0,0,0,0.9128783840598458,0,1,0,0,0,0,0.4507927011666168,1
2,0,0,1,0,0,0,0,0,11,24,328,4,47,6,2018,1,4,0,0,0,0,0,0,0.11808811296546529,1,0,0,0,1,0,0.35925815136105294,1
2,0,0,3,0,0,0,0,0,12,3,337,1,48,7,2017,1,4,0,0,0,0,0,0,0.6039178635303322,0,0,0,0,0,0,0.33413102004187856,0
2,0,2,6,0,0,0,0,0,7,12,193,2,28,4,2018,0,3,0,0,0,0,0,0,0.21410368810438593,0,0,0,0,0,0,0.44540831588393653,1
2,0,1,4,0,0,0,0,0,10,5,278,1,40,5,2018,1,4,0,0,0,0,0,0,1.788405822607394,0,0,0,0,1,0,0.4238707747532156,1
2,2,1,3,0,0,0,0,0,8,11,223,2,32,6,2018,1,3,0,0,0,0,0,0,0.7293212132215994,0,0,0,1,1,0,1.0,1
1,0,0,3,0,0,0,0,0,9,21,264,3,38,5,2018,1,3,0,0,0,0,0,0,1.767811692331185,0,0,0,0,0,0,0.3979658988932097,0
1,1,2,3,0,0,0,0,0,10,17,290,3,42,2,2017,0,4,0,0,0,0,0,0,1.8539348330650571,0,0,0,0,1,0,0.2182470834579719,1
2,0,0,1,0,0,0,0,0,12,29,363,5,52,5,2017,1,4,0,0,0,0,0,0,0.7477429251771082,1,0,0,0,1,0,0.19467544122046065,0
2,0,2,3,0,0,0,0,1,8,7,219,1,32,2,2018,0,3,0,0,0,0,0,0,1.4238119366600954,0,0,0,0,1,0,0.4295542925516003,0
2,0,1,3,0,0,0,0,1,12,29,363,5,52,6,2018,1,4,0,0,0,0,0,0,1.6670010866159992,1,0,0,0,1,0,0.2053245587795393,0
2,0,0,2,0,0,0,0,0,8,14,226,2,33,1,2017,0,3,0,0,0,0,0,0,-0.28181550937806576,0,1,0,0,0,0,0.4926712533652408,0
2,1,2,2,0,0,0,0,3,12,4,338,1,49,2,2018,0,4,0,0,0,0,0,0,-0.04901170578684722,0,0,0,0,1,0,0.5058330840562368,0
2,0,1,2,0,0,0,0,0,9,25,268,4,39,1,2017,0,3,0,0,0,0,0,0,0.303672549971128,0,0,0,0,0,0,0.699072689201316,0
1,0,0,2,0,0,0,0,0,12,17,351,3,50,7,2017,1,4,0,0,0,0,0,0,-1.384355375311487,0,0,1,0,1,0,0.3322763984445109,0
