no_of_weekend_nights,year,market_segment_type_Online,day_of_week,market_segment_type_other,no_of_special_requests,required_car_parking_space,avg_price_per_room_mm,repeated_guest,type_of_meal_plan_Not Selected,lead_time_transf,is_wknd
0,2018,1,5,0,0,0,0.4804068202213581,0,0,1.1296094883125278,1
1,2017,1,1,0,1,0,0.4193837870176488,0,0,1.0553422319602823,0
0,2018,1,4,0,1,0,0.7361651211486687,0,0,-0.0011810930312185,0
0,2018,1,6,0,1,0,0.6631767873167812,0,0,-0.6592144155975896,1
2,2018,1,6,0,1,0,0.6114268620999102,0,0,-0.0328603820111207,1
2,2018,1,6,0,0,0,0.4854920729883338,0,0,1.7259823685935147,1
2,2018,1,6,0,1,0,0.6380496559976069,0,0,-0.8492925336098945,1
0,2018,0,5,0,0,0,0.2743045169009871,0,0,-1.315514612291896,1
0,2018,0,4,0,0,0,0.6033502841758899,0,0,1.235399911499953,0
0,2018,1,1,0,0,0,0.6984744241699072,0,0,0.4560457404498526,0
0,2018,0,6,0,0,0,0.3204905773257553,0,0,0.316001044031059,1
2,2018,1,1,0,1,0,0.3365240801675142,0,0,-0.8492925336098945,0
1,2018,1,1,0,0,0,0.4310499551301226,0,0,-0.1866916119251648,0
1,2018,0,2,0,0,0,0.3042177684714328,0,0,-0.6036087123507768,0
0,2018,0,7,0,0,0,0.28926114268621,0,0,-0.2237932639533717,1
0,2018,1,1,0,0,0,0.4537840263236614,0,0,-1.985608868000325,0
1,2018,1,3,0,0,0,0.6287765480107687,0,0,-0.4303983582298242,0
3,2017,1,3,0,0,0,0.3682321268321866,0,0,0.5212441500357919,0
2,2018,0,2,0,0,0,0.6033502841758899,0,0,0.2008076151680192,0
0,2018,1,5,0,2,0,0.7050553395154052,0,1,-1.985608868000325,1
2,2018,0,5,0,0,0,0.3787017648818426,0,0,0.8625337702141964,1
2,2018,0,2,0,0,0,0.3999401734968591,0,0,0.7749771055739592,0
2,2018,0,1,0,0,0,0.4537840263236614,0,0,0.4223108037762752,0
2,2018,0,3,0,0,0,0.3640442716123243,0,0,1.798625061195721,0
0,2018,1,5,0,1,0,0.5315584804068202,0,1,-0.0819721596158678,1
2,2018,1,1,0,2,0,0.7738558181274303,0,0,0.6727116092950133,0
0,2017,0,1,0,0,0,0.5375411307209093,0,0,0.2660077731103278,0
1,2018,1,7,0,0,0,0.3682321268321866,0,1,1.622974400452564,1
2,2018,1,2,0,1,0,0.3969488483398145,0,1,0.961727109567378,0
1,2018,1,3,0,1,0,0.5135507029614118,0,1,-0.2428050558244946,0
2,2017,0,2,0,0,0,0.6917738558181273,0,0,-0.6882827749845334,0
0,2018,1,1,0,0,0,0.4119054741250373,0,1,-0.4303983582298242,0
2,2018,1,2,0,0,0,0.3921627280885432,0,0,-0.6592144155975896,0
0,2018,0,5,0,0,0,0.6631767873167812,0,0,1.2826945029096373,1
0,2018,1,5,0,2,0,0.7684714328447501,0,0,-0.3430212391179341,1
2,2018,1,2,0,0,0,0.4881842656296739,0,0,1.6886516700477645,0
0,2018,1,4,0,1,0,0.7016452288363745,0,0,0.4671172426151201,0
0,2018,1,5,0,1,0,0.4615614717319772,0,0,1.1938414108765072,1
0,2017,1,1,0,1,0,0.3341310200418785,0,0,-1.0038440334366296,0
2,2018,1,5,0,1,0,0.414298534250673,0,0,0.2786784563680143,1
1,2018,0,4,1,0,0,0.2563565659587197,0,0,-0.4078740168023441,0
1,2017,0,5,0,0,0,0.3939575231827699,0,1,-1.0038440334366296,1
2,2018,1,1,0,0,0,0.7361651211486687,0,0,0.7749771055739592,0
0,2018,1,6,0,1,0,0.2995513012264433,0,0,-0.2818155093780657,1
0,2018,1,6,0,1,0,0.5973676338618007,0,1,-0.6592144155975896,1
1,2018,1,3,0,2,0,0.4292551600358958,0,0,1.2558216329019876,0
1,2018,0,6,0,0,0,0.4537840263236614,0,0,1.3025900713574936,1
2,2018,1,1,0,1,0,0.4454083158839365,0,0,0.0598565434290817,0
0,2017,0,6,1,0,0,0.2743045169009871,1,0,-1.985608868000325,1
0,2018,0,7,0,0,0,0.4537840263236614,0,0,1.172690759504972,1
0,2018,1,6,0,1,0,0.4423571642237511,0,0,1.3157336877091237,1
2,2018,1,2,0,2,0,0.6392461860604247,0,0,-0.0819721596158678,0
0,2018,1,4,0,2,0,0.5016452288363744,0,0,-1.0938593953815183,0
2,2017,0,2,0,0,0,0.4507927011666168,0,0,0.9128783840598458,0
0,2018,1,6,0,0,0,0.3592581513610529,0,1,0.1180881129654652,1
0,2017,0,7,0,0,0,0.3341310200418785,0,0,0.6039178635303322,1
2,2018,0,4,0,0,0,0.4454083158839365,0,0,0.2141036881043859,0
1,2018,1,5,0,0,0,0.4238707747532156,0,0,1.788405822607394,1
1,2018,1,6,0,0,0,1.0,0,0,0.7293212132215994,1
0,2018,0,5,0,0,0,0.3979658988932097,0,0,1.767811692331185,1
2,2017,1,2,0,0,0,0.2182470834579719,0,0,1.853934833065057,0
0,2017,1,5,0,0,0,0.1946754412204606,0,1,0.7477429251771082,1
2,2018,1,2,0,1,0,0.4295542925516003,0,0,1.4238119366600954,0
1,2018,1,6,0,1,0,0.2053245587795393,0,1,1.6670010866159992,1
0,2017,0,1,0,0,0,0.4926712533652408,0,0,-0.2818155093780657,0
2,2018,1,2,0,3,0,0.5058330840562368,0,0,-0.0490117057868472,0
1,2017,0,1,0,0,0,0.699072689201316,0,0,0.303672549971128,0
0,2017,1,7,0,0,0,0.3322763984445109,0,0,-1.384355375311487,1
0,2018,1,6,0,0,0,0.6380496559976069,0,0,-1.315514612291896,1
2,2018,1,1,0,1,0,0.5369428656895004,0,0,1.22854053438768,0
2,2018,1,6,0,1,0,0.4375112174693389,0,0,0.6337823531304649,1
0,2017,0,5,0,0,0,0.3341310200418785,0,0,0.9776959263617326,1
0,2018,0,5,1,1,0,0.4178881244391265,1,0,-0.9624117371999296,1
2,2018,1,7,0,0,0,0.678731678133413,0,0,0.0143596403224571,1
1,2018,1,5,0,1,1,0.7519593179778641,0,0,-0.8492925336098945,1
0,2018,1,4,0,0,0,0.4168710738857313,0,0,0.2786784563680143,0
0,2018,1,4,0,1,0,0.3329344899790607,0,1,-0.0819721596158678,0
2,2018,1,2,0,0,0,0.327849237212085,0,0,0.2272686863786324,0
1,2018,0,7,0,1,0,0.2743045169009871,0,0,0.3523410130874057,1
2,2018,0,2,0,0,0,0.3685312593478911,0,0,0.5318335994087854,0
1,2017,0,4,0,0,0,0.4238707747532156,0,0,0.88790005093872,0
0,2017,1,6,0,0,0,0.4507927011666168,0,0,-0.3222390721437069,1
2,2018,0,1,0,0,0,0.3939575231827699,0,0,-0.1866916119251648,0
0,2018,1,4,0,0,0,0.8761591384983546,0,0,0.5734498437695015,0
2,2018,1,2,0,3,0,0.6464253664373316,0,0,-0.7492897975185061,0
0,2018,1,7,0,1,0,0.3269518396649715,0,1,-0.0987961844548332,1
0,2018,1,4,0,2,0,0.5961711037989829,0,0,1.1296094883125278,0
0,2018,0,6,0,0,0,0.4537840263236614,0,0,-0.3222390721437069,1
2,2018,0,2,0,1,0,0.3939575231827699,0,0,0.6533708236790631,0
2,2018,1,1,0,1,0,0.5423870774753214,0,0,0.542347611939063,0
1,2018,1,4,0,0,0,0.2691594376308704,0,0,-1.985608868000325,0
2,2018,1,2,0,0,0,0.504636553993419,0,1,-0.0169190255299602,0
1,2018,1,3,0,1,0,0.5390367932994315,0,0,1.2959824482391158,0
2,2018,1,1,0,1,0,0.6984744241699072,0,0,0.5318335994087854,0
2,2018,1,2,0,0,0,0.6049655997606939,0,0,-0.6310097636957879,0
2,2018,0,2,0,0,0,0.163027221058929,0,0,-0.8492925336098945,0
0,2018,0,4,0,0,0,0.4597666766377504,0,0,0.4336441821178606,0
0,2017,0,1,0,0,0,0.3042177684714328,0,0,1.22854053438768,0
1,2018,1,3,0,0,0,0.5109183368232126,0,0,1.7417704357674768,0
1,2018,1,5,0,0,0,0.8718516302722105,0,0,0.1873772341666324,1
2,2017,1,2,0,2,0,0.3290457672749028,0,0,-0.0169190255299602,0
2,2018,1,4,0,1,0,0.620341011067903,0,0,0.9456037405444891,0
0,2018,1,7,0,0,0,0.3939575231827699,0,0,-0.718282431575302,1
1,2018,1,2,0,1,0,0.4178881244391265,0,1,-1.7911413536931085,0
2,2018,1,2,0,2,0,0.4321268321866586,0,0,-1.985608868000325,0
2,2018,1,1,0,1,0,0.5961711037989829,0,0,0.7928762038744863,0
0,2017,0,6,1,0,0,0.4238707747532156,0,0,0.4108867252696357,1
1,2017,1,5,0,2,0,0.5136105294645528,0,0,-0.6882827749845334,1
0,2017,1,7,0,1,0,0.6332635357463355,0,0,-0.3858181592437775,1
2,2018,1,6,0,1,0,0.6969189350882439,0,0,-0.2621411863055919,1
0,2017,0,5,0,0,0,0.2743045169009871,0,0,0.1873772341666324,1
1,2018,0,3,0,0,0,0.483697277894107,0,0,1.838997738200305,0
2,2018,1,2,0,0,0,0.2743045169009871,0,1,-0.814687796711879,0
2,2018,1,1,0,1,0,0.8743643434041279,0,0,0.7106798152491427,0
0,2018,0,5,0,0,0,0.5076278791504636,0,0,-0.0011810930312185,1
2,2018,0,2,0,0,0,0.6033502841758899,0,0,0.2008076151680192,0
2,2018,1,1,0,1,0,0.6631767873167812,0,0,-0.7813917674178052,0
1,2018,0,7,0,0,0,0.6631767873167812,0,0,1.0928757881198847,1
2,2018,0,2,0,1,0,0.8363745139096618,0,0,-0.2428050558244946,0
1,2018,1,3,0,1,0,0.4292551600358958,0,0,0.4560457404498526,0
2,2018,1,7,0,1,1,0.443015255758301,0,0,1.0324200579547071,1
2,2018,1,1,0,2,0,0.5993419084654501,0,0,-0.7813917674178052,0
0,2018,1,4,0,0,0,0.5566856117259945,0,0,0.1600999635136913,0
0,2018,0,7,0,0,0,0.4537840263236614,0,0,1.3091737475690068,1
2,2018,1,2,0,1,0,0.6230930302123839,0,0,1.165583720632765,0
0,2018,1,5,0,3,0,0.6571941370026921,0,1,-0.6592144155975896,1
0,2018,1,6,0,0,0,0.6153155848040681,0,0,0.4108867252696357,1
0,2018,1,1,0,3,0,0.7230032904576726,0,0,-1.6566898309690214,0
1,2018,1,3,0,0,1,0.4089141489679928,0,1,-0.0169190255299602,0
1,2017,0,1,0,0,0,0.3441220460664074,0,0,1.4785877548803903,0
1,2018,0,3,0,0,0,0.3176787316781334,0,1,0.2786784563680143,0
0,2017,1,6,0,1,0,0.3431049955130122,0,0,0.6337823531304649,1
2,2018,0,1,0,0,0,0.3538737660783727,0,0,1.767811692331185,0
0,2017,1,6,0,2,0,0.5136105294645528,0,0,-0.885339194262977,1
0,2017,0,7,0,0,0,0.483697277894107,0,0,-0.9624117371999296,1
0,2018,1,6,0,1,0,0.5554890816631767,0,0,-0.9624117371999296,1
0,2018,1,5,0,0,0,0.3711636254860903,0,1,-1.985608868000325,1
0,2018,1,5,0,1,0,0.4184863894705353,0,1,-0.3018428446569174,1
0,2017,1,7,0,3,0,0.5734370326054441,0,1,-0.9229839521930266,1
0,2017,0,1,0,0,0,0.3221657194137002,0,0,-0.4303983582298242,0
0,2018,0,4,1,0,0,0.3580616212982351,0,0,-1.315514612291896,0
2,2018,1,7,0,0,0,0.4295542925516003,0,0,0.3877592374333348,1
0,2018,1,5,0,0,0,0.6024528866287764,0,0,-0.6592144155975896,1
0,2018,1,4,0,1,0,0.3921627280885432,0,1,-1.6566898309690214,0
2,2018,1,2,0,0,0,0.7361651211486687,0,0,-0.0819721596158678,0
0,2018,1,6,0,2,0,0.8366736464253663,0,0,-1.5506363990851626,1
2,2018,1,2,0,2,0,0.8923122943463955,0,0,-0.0987961844548332,0
2,2018,1,2,0,1,0,0.335507029614119,0,0,1.4114192963029886,0
2,2018,1,7,0,0,0,0.4193837870176488,0,0,0.9856234979776924,1
0,2018,0,5,0,0,0,0.2922524678432545,0,0,-0.3642076811062532,1
1,2018,1,3,0,0,0,0.4507927011666168,0,1,1.0854344172876205,0
0,2018,0,5,0,0,0,0.3640442716123243,0,0,0.5938303814077687,1
0,2018,1,4,0,2,0,0.4346395453185761,0,0,-0.1331721994535322,0
0,2018,1,1,0,0,0,0.3341310200418785,1,1,-1.985608868000325,0
0,2018,1,5,0,0,0,0.8923122943463955,0,0,0.2660077731103278,1
2,2018,0,7,0,0,0,0.3341310200418785,0,0,0.1738091829555801,1
2,2018,1,1,0,0,0,0.4615614717319772,0,0,0.316001044031059,0
0,2018,0,6,1,0,0,0.4537840263236614,0,0,-0.5257167383027416,1
2,2017,1,2,0,2,0,0.5015854023332336,0,0,-0.4534162547522294,0
0,2018,1,5,0,0,0,0.3367035596769369,0,0,-0.1866916119251648,1
0,2018,1,4,0,1,0,0.6685611725994615,0,1,-0.9229839521930266,0
0,2018,1,7,0,2,0,0.5375411307209093,0,1,-0.3430212391179341,1
1,2018,1,4,0,0,0,0.8546215973676338,0,0,0.7659511680124533,0
1,2018,0,3,0,1,0,0.3341310200418785,0,0,-0.0490117057868472,0
0,2018,0,5,0,0,0,0.6631767873167812,0,0,1.2826945029096373,1
0,2018,1,7,0,1,0,0.5854023332336225,0,0,1.8439888333296317,1
2,2018,0,7,0,2,0,0.3176787316781334,0,0,0.6238927853334811,1
2,2018,1,1,0,1,0,0.786180077774454,0,0,0.4890096334269794,0
1,2017,0,1,0,0,0,0.3441220460664074,0,0,1.4785877548803903,0
0,2018,1,7,0,1,0,0.3460963206700568,0,1,-0.814687796711879,1
0,2018,1,5,0,1,0,0.3329344899790607,0,0,-0.3222390721437069,1
0,2018,1,7,0,1,1,0.4507927011666168,0,1,1.2760137438200096,1
1,2017,0,4,1,0,0,0.477714627580018,0,0,-1.6566898309690214,0
0,2018,1,6,0,2,0,0.3592581513610529,0,1,0.0297091017727521,1
0,2018,1,6,0,1,0,0.8297935985641638,0,0,-1.985608868000325,1
2,2018,1,4,0,0,0,0.8320071791803768,0,0,-1.2531952897202767,0
0,2018,1,5,0,0,0,0.4723302422973377,0,1,1.2558216329019876,1
0,2018,1,4,0,1,0,0.477714627580018,0,0,-0.0011810930312185,0
0,2018,1,4,0,0,0,0.3749326951839664,0,0,1.367383066446052,0
0,2018,1,5,0,0,0,0.3018247083457971,0,0,-1.047549579600935,1
1,2018,1,3,0,1,0,0.3435836075381394,0,0,1.0477357402356329,0
2,2018,1,6,0,1,0,0.5692491773855817,0,0,0.8453999950464618,1
1,2017,0,4,0,0,0,0.4238707747532156,0,0,0.88790005093872,0
1,2018,1,7,0,0,0,0.6631767873167812,0,0,1.0928757881198847,1
0,2018,1,7,0,3,0,0.9682919533353274,0,0,-0.6036087123507768,1
2,2018,1,2,0,2,0,0.306850134609632,0,0,1.242233058484495,0
0,2017,1,6,0,2,0,0.3431049955130122,0,0,1.2078025310196427,1
2,2018,0,3,0,0,0,0.3760095722405025,0,0,0.7200283747713166,0
0,2018,1,5,0,3,0,0.4077176189051749,0,1,0.0297091017727521,1
1,2018,1,3,0,2,0,0.6553993419084653,0,0,0.316001044031059,0
3,2018,0,3,1,3,0,0.9846844151959318,0,0,-0.2621411863055919,0
1,2018,1,7,0,0,0,0.4866886030511516,0,1,0.6533708236790631,1
0,2018,0,4,0,0,0,0.3102004187855219,0,0,0.7568733526288431,0
0,2017,0,6,0,0,0,0.2129823511815734,0,0,-1.2531952897202767,1
1,2018,1,3,0,2,0,0.8187256954830989,0,0,-0.9624117371999296,0
2,2018,1,5,0,0,0,0.5566856117259945,0,0,1.2693081639447708,1
0,2018,0,7,0,0,0,0.4059228238109482,0,0,1.736521529734345,1
0,2017,0,1,0,0,0,0.4059228238109482,0,0,1.7781349138788256,0
1,2018,1,3,0,0,0,0.4880646126233921,0,0,-0.7813917674178052,0
0,2017,0,7,0,1,0,0.1790008973975471,0,0,0.4781046931408519,1
2,2017,1,2,0,0,0,0.4507927011666168,0,0,0.8539895577433687,0
0,2018,1,7,0,2,0,0.7170206401435835,0,1,-0.5010442920420968,1
1,2018,0,3,0,0,0,0.6033502841758899,0,0,0.6727116092950133,0
1,2018,1,3,0,2,0,0.9676936883039184,0,0,0.0448729401356539,0
2,2018,1,2,0,3,0,0.4041280287167215,0,0,0.5105779282303068,0
0,2018,1,7,0,3,0,0.8923122943463955,0,0,0.6727116092950133,1
3,2018,1,3,0,3,0,0.6081364044271611,0,0,0.6039178635303322,0
2,2018,1,7,0,1,0,0.5185761292252467,0,0,1.1368638574377634,1
2,2018,1,2,0,0,0,0.6553993419084653,0,0,1.335273156332459,0
2,2018,0,5,0,0,0,0.5435237810349984,0,0,1.6285319695210685,1
1,2018,0,7,0,1,0,0.3969488483398145,0,0,-0.1158600232696961,1
0,2017,0,7,0,0,0,0.4657493269518396,0,0,-0.3642076811062532,1
0,2018,0,6,0,0,0,0.5136105294645528,0,0,-0.3222390721437069,1
2,2018,1,5,0,0,0,0.4054442117858211,0,0,0.9211207587548556,1
1,2018,1,3,0,0,0,0.3969488483398145,0,1,-0.0490117057868472,0
0,2017,0,6,0,0,0,0.3042177684714328,0,0,0.4781046931408519,1
0,2018,0,4,0,0,0,0.6631767873167812,0,0,1.4422483457000417,0
2,2017,0,3,1,0,0,0.483697277894107,1,0,-1.46168706701608,0
0,2018,1,4,0,3,0,0.5961711037989829,0,0,0.9935137594962448,0
2,2018,0,2,0,0,0,0.3102004187855219,0,0,0.961727109567378,0
0,2017,0,6,0,0,0,0.4992521687107388,1,0,-1.985608868000325,1
0,2018,1,1,0,1,0,0.6631767873167812,0,0,-1.0938593953815183,0
0,2018,1,5,0,2,0,0.8680825605743343,0,0,1.2558216329019876,1
0,2018,0,7,0,0,0,0.3939575231827699,0,0,0.7749771055739592,1
0,2018,0,5,0,0,0,0.4537840263236614,0,0,-1.1960679773682703,1
2,2017,1,3,0,2,0,0.4507927011666168,0,0,-0.2818155093780657,0
0,2018,0,1,1,0,0,0.3700269219264134,0,0,0.5527874866365081,0
0,2018,1,4,0,1,0,0.4298534250673048,0,0,-1.6566898309690214,0
1,2018,1,3,0,1,0,0.5809153454980556,0,0,-0.5257167383027416,0
0,2018,0,4,0,0,0,0.6033502841758899,0,0,0.2272686863786324,0
0,2018,1,7,0,2,0,0.567454382291355,0,0,0.3282204128362821,1
1,2018,1,3,0,2,0,0.3014059228238109,0,0,0.4223108037762752,0
1,2018,0,3,1,0,0,0.5195931797786418,0,0,1.398943745110604,0
2,2018,1,2,0,0,0,0.361950344002393,0,1,0.5836747532510416,0
0,2018,1,5,0,0,0,0.3592581513610529,0,1,0.0598565434290817,1
2,2017,0,2,0,0,0,0.4507927011666168,0,0,0.7928762038744863,0
0,2018,1,7,0,0,0,0.2644929703858809,0,1,0.3403329855090177,1
0,2018,0,7,0,0,0,0.3341310200418785,0,0,1.6285319695210685,1
1,2017,0,1,0,1,0,0.2443912653305414,0,0,0.0143596403224571,0
0,2018,1,6,0,1,0,0.5375411307209093,0,1,-0.3222390721437069,1
2,2018,1,2,0,1,0,0.3685312593478911,0,0,0.8794884539377366,0
1,2017,1,4,0,1,0,0.4507927011666168,0,0,-0.0328603820111207,0
1,2017,1,4,0,2,0,0.2769967095423272,0,0,0.4998335603951988,0
0,2018,0,4,0,0,0,0.4597666766377504,0,0,0.4336441821178606,0
1,2018,1,3,0,0,0,0.6230930302123839,0,0,-0.1331721994535322,0
2,2018,1,2,0,2,0,0.5127131319174393,0,0,1.0169649044655895,0
0,2018,0,5,0,0,0,0.3685312593478911,0,0,0.2141036881043859,1
0,2018,1,6,0,0,0,0.5734370326054441,0,1,-0.814687796711879,1
1,2018,0,1,0,0,0,0.5734370326054441,0,0,-0.3222390721437069,0
0,2018,1,1,0,2,0,0.6332635357463355,0,0,-0.885339194262977,0
2,2018,0,2,0,0,0,0.3535746335626683,0,0,0.0893033890257622,0
1,2018,1,7,0,0,0,0.4615614717319772,0,0,1.6506062368626315,1
1,2018,0,3,0,0,0,0.5435237810349984,0,0,0.7385591347431675,0
0,2018,0,7,1,0,0,0.3341310200418785,0,0,-0.885339194262977,1
0,2018,1,4,0,0,0,0.5057732575530959,0,1,-1.2531952897202767,0
2,2018,1,6,0,0,0,0.592282381094825,0,0,0.9935137594962448,1
0,2018,0,1,0,3,0,0.352078970984146,0,0,-0.4534162547522294,0
0,2018,0,1,1,0,0,0.2802871672150763,1,0,-1.6566898309690214,0
1,2018,1,3,0,0,0,0.8067603948549206,0,0,-1.047549579600935,0
1,2018,1,4,0,1,0,0.9578223152856716,0,0,-0.4769549814758576,0
0,2018,1,5,0,0,0,0.4896799282081962,0,0,-1.315514612291896,1
2,2018,1,2,0,1,1,0.7307807358659886,0,0,-0.2237932639533717,0
1,2018,1,7,0,0,0,0.5154053245587794,0,0,1.2760137438200096,1
1,2018,1,7,0,1,0,0.6392461860604247,0,0,-0.1685781582022173,1
0,2018,1,4,0,1,0,0.4805862997307807,0,0,-0.3430212391179341,0
2,2018,1,2,0,0,0,0.3715225845049357,0,1,0.6533708236790631,0
1,2017,0,1,0,0,0,0.2743045169009871,0,0,-1.6566898309690214,0
1,2018,1,3,0,0,0,0.4427161232425965,0,1,-0.0987961844548332,0
1,2018,1,7,0,0,0,0.5800179479509422,0,1,0.8280824371688261,1
0,2018,1,7,0,1,1,0.8330840562369128,0,0,0.4336441821178606,1
2,2018,1,2,0,0,0,0.3640442716123243,0,0,-1.6566898309690214,0
2,2018,1,5,0,1,0,0.693090038887227,0,0,0.2912325196874556,1
1,2018,1,6,0,1,0,0.4238707747532156,0,0,0.7200283747713166,1
1,2018,1,6,0,0,0,0.3685312593478911,0,1,1.3926744519107204,1
2,2018,1,3,0,0,0,0.2443912653305414,0,0,-1.985608868000325,0
0,2018,1,7,0,0,0,0.7361651211486687,0,0,-0.0987961844548332,1
1,2018,1,3,0,0,0,0.5375411307209093,0,1,-1.0938593953815183,0
2,2018,1,7,0,0,0,0.4295542925516003,0,0,1.6560863326446231,1
1,2018,1,1,0,0,0,0.5154053245587794,0,0,0.0893033890257622,0
0,2018,1,4,0,2,1,0.8384684415195931,0,0,-0.3018428446569174,0
0,2017,0,6,1,0,0,0.3969488483398145,0,0,-0.7813917674178052,1
2,2018,1,1,0,0,0,0.3161830690996111,0,0,1.683261141455823,0
4,2018,1,1,0,1,0,0.7763087047562068,0,0,-0.5257167383027416,0
0,2018,0,5,0,1,0,0.5734370326054441,0,0,1.6886516700477645,1
1,2017,0,1,0,0,0,0.2324259647023631,0,0,-1.0938593953815183,0
2,2017,0,2,0,0,0,0.2743045169009871,0,0,1.4905473316502045,0
0,2018,1,4,0,0,0,0.4741848638947053,0,0,0.303672549971128,0
1,2018,1,6,0,0,0,0.5109183368232126,0,0,0.8453999950464618,1
0,2018,1,6,0,1,0,0.8187256954830989,0,0,0.7659511680124533,1
0,2018,0,4,1,0,1,0.2862698175291654,0,0,-1.46168706701608,0
0,2018,1,5,0,2,0,0.3107986838169309,0,0,0.0598565434290817,1
2,2018,1,1,0,1,0,0.6033502841758899,0,0,1.3737384027322683,0
1,2018,0,3,0,0,0,0.4597666766377504,0,0,-1.0038440334366296,0
2,2018,1,7,0,2,0,0.6042476817230032,0,1,0.2272686863786324,1
1,2018,0,5,0,1,0,0.3176787316781334,0,0,1.0400951408724413,1
0,2018,1,4,0,1,0,0.4292551600358958,0,0,0.4336441821178606,0
0,2018,1,1,0,1,0,0.8384684415195931,0,0,0.5836747532510416,0
1,2018,1,4,0,2,0,0.4059228238109482,0,0,-1.1960679773682703,0
2,2018,1,4,0,0,0,0.4507927011666168,0,1,0.6238927853334811,0
0,2018,1,5,0,0,0,0.5973676338618007,0,1,-1.2531952897202767,1
0,2018,1,4,0,2,0,0.8067603948549206,0,0,-1.985608868000325,0
1,2017,1,7,0,1,0,0.5288662877654801,0,0,-0.3858181592437775,1
1,2018,1,3,0,1,0,0.5172599461561471,0,0,0.376052067764775,0
1,2018,1,3,0,2,0,0.4830990128626982,0,0,-0.3018428446569174,0
0,2018,1,1,0,0,0,0.4238707747532156,0,0,-1.985608868000325,0
1,2018,1,3,0,0,0,0.8031708046664672,0,0,0.6630716990212818,0
0,2018,0,5,0,1,0,0.4238707747532156,0,0,-1.047549579600935,1
0,2018,0,4,1,1,0,0.3341310200418785,0,0,-0.4303983582298242,0
2,2018,1,2,0,0,0,0.5704457074483995,0,0,0.8794884539377366,0
1,2018,0,3,1,0,0,0.2743045169009871,1,0,-1.6566898309690214,0
0,2018,1,5,0,0,0,0.5154053245587794,0,0,0.5734498437695015,1
0,2018,0,6,0,0,0,0.5414298534250672,0,0,-1.7911413536931085,1
0,2018,0,7,0,0,0,0.7230032904576726,0,0,-0.0490117057868472,1
1,2018,1,3,0,2,0,0.5973676338618007,0,0,1.0247101089335355,0
6,2017,0,3,1,1,0,0.4537840263236614,0,0,-1.46168706701608,0
0,2018,0,6,0,0,0,0.5136105294645528,0,0,-0.3222390721437069,1
1,2018,1,2,0,0,0,0.4238707747532156,0,0,1.8439888333296317,0
2,2018,1,1,0,0,0,0.611546515106192,0,0,0.6436080330474707,0
0,2017,0,6,0,0,0,0.5566856117259945,0,0,0.376052067764775,1
4,2018,1,4,0,1,0,0.5831289261142686,0,0,1.5836222588210782,0
1,2018,1,7,0,0,0,0.4472031109781633,0,0,0.783951883394518,1
1,2018,0,6,0,1,0,0.3685312593478911,0,0,1.335273156332459,1
2,2018,1,2,0,0,0,0.7090637152258449,0,0,-1.0938593953815183,0
0,2018,0,1,0,0,0,0.4712533652408017,0,0,0.2660077731103278,0
2,2018,0,2,0,0,0,0.4896799282081962,0,0,1.0091840482465178,0
0,2018,1,4,0,1,0,0.4460065809153454,0,0,0.9045944859503874,0
1,2018,1,3,0,2,0,0.4295542925516003,0,0,0.2141036881043859,0
0,2018,1,6,0,2,0,0.693090038887227,0,1,-1.985608868000325,1
0,2018,1,6,0,1,0,0.9030810649117558,0,1,0.7477429251771082,1
2,2018,1,1,0,0,0,0.337182171702064,0,0,-1.5506363990851626,0
1,2018,1,6,0,1,0,0.6841160634160932,0,0,-1.1960679773682703,1
1,2018,1,3,0,1,0,0.2723900688004786,0,1,-1.6566898309690214,0
2,2018,1,2,0,1,0,0.7289859407717618,0,0,-1.047549579600935,0
1,2018,1,6,0,2,0,0.414298534250673,0,0,-0.0490117057868472,1
0,2017,0,5,0,0,0,0.3979658988932097,0,0,0.2532177884033206,1
1,2018,1,3,0,0,0,0.5629075680526472,0,1,-1.1431884582559426,0
0,2017,0,7,0,0,0,0.3341310200418785,0,0,0.6039178635303322,1
0,2018,0,4,1,0,0,0.4537840263236614,0,0,-1.985608868000325,0
1,2018,0,1,0,0,0,0.2802871672150763,0,0,-1.5506363990851626,0
0,2018,0,5,0,0,0,0.2204606640741848,0,0,-1.2531952897202767,1
0,2018,0,4,0,1,0,0.7110379898294944,0,0,0.4336441821178606,0
1,2018,0,5,0,2,0,0.3176787316781334,0,0,0.9456037405444891,1
0,2018,1,6,0,0,0,0.9461561471731976,0,0,0.4781046931408519,1
0,2018,0,5,1,0,0,0.5435237810349984,0,0,-1.7911413536931085,1
2,2018,1,1,0,2,0,0.5979658988932096,0,1,-0.814687796711879,0
1,2018,1,2,0,0,0,0.4507927011666168,0,1,0.0297091017727521,0
1,2018,1,7,0,1,0,0.3646425366437331,0,1,-0.3858181592437775,1
0,2018,1,4,0,0,0,0.4193837870176488,0,1,0.88790005093872,0
1,2018,1,3,0,0,0,0.8067603948549206,0,0,-1.0938593953815183,0
1,2018,1,1,0,0,0,0.5154053245587794,0,0,1.2826945029096373,0
2,2017,1,3,0,1,0,0.5477714627580017,0,0,-1.46168706701608,0
0,2018,1,4,0,0,0,0.7792402034101106,0,0,0.2660077731103278,0
0,2018,1,4,0,0,0,0.7092431947352675,0,0,0.88790005093872,0
1,2018,0,7,0,1,0,0.3899491474723301,0,0,0.8710332127543804,1
